Step,AgentID,Firm_ID,Sector,Emissions,Current_Production,Annual_Emissions,Annual_Production,Monthly_Revenue,Monthly_Abatement_Cost,Monthly_Carbon_Cost,Monthly_Variable_Cost,Total_Penalties,Cash,Credits_Owned,Abated_Tons_Cumulative,Is_Covered,Is_Compliant,Expected_Price,Risk_Aversion,Market_Confidence,Current_Profit,Compliance_Gap,Current_Target_Intensity,Credits_Needed,Credits_Surplus,Current_Target_Year,Annual_Revenue,Annual_Abatement_Cost,Annual_Carbon_Cost,Annual_Variable_Cost
1,23,Firm_AL24,Aluminium,105898.19586517768,68034.04941399179,105898.19586517768,68034.04941399179,14281478.208193474,9741952.0,0.0,2724821.4983380334,0.0,48154702.70985544,0.0,0.0,True,False,5205.739272904164,0.6575400446910519,0.5,1814704.709855441,5141.842874040929,1.4809695124573217,5141.842874040929,0.0,2025,14281478.208193474,9741952.0,0.0,2724821.4983380334
1,63,Firm_IR64,Iron & Steel,190796.68756286497,99397.38099091858,190796.68756286497,99397.38099091858,25738654.535141665,13385379.0,0.0,3733679.3810399855,0.0,81476144.15410168,0.0,0.0,True,False,5176.3749106877185,0.6002437281711582,0.5,8619596.154101681,7274.830451066839,1.8463449970433885,7274.830451066839,0.0,2025,25738654.535141665,13385379.0,0.0,3733679.3810399855
1,134,Firm_PO135,Power,114913.96861653641,158037.67572755337,114913.96861653641,158037.67572755337,34635328.78534925,0.0,0.0,5738488.340854497,0.0,125681512.44449475,0.0,0.0,True,False,5137.160486817704,0.5237277791564959,0.5,28896840.444494754,2030.342817802768,0.7142830042207001,2030.342817802768,0.0,2025,34635328.78534925,0.0,0.0,5738488.340854497
1,9,Firm_CE10,Cement,78695.7313324429,84440.32318429138,78695.7313324429,84440.32318429138,12716122.566023353,0.0,0.0,2550733.17604126,0.0,54507136.38998209,0.0,0.0,True,False,5019.159439269185,0.2934818327203613,0.5,10165389.389982093,2924.219346558064,0.8973380149257976,2924.219346558064,0.0,2025,12716122.566023353,0.0,0.0,2550733.17604126
1,129,Firm_PO130,Power,109417.63833265165,145016.50665373323,109417.63833265165,145016.50665373323,30765983.124356296,0.0,0.0,5470941.889914927,0.0,132573847.23444137,0.0,0.0,True,False,5041.07360580445,0.3362411820574662,0.5,25295041.23444137,2849.9965241625614,0.7348655974933159,2849.9965241625614,0.0,2025,30765983.124356296,0.0,0.0,5470941.889914927
1,16,Firm_AL17,Aluminium,101087.33394834268,67383.4307875995,101087.33394834268,67383.4307875995,13222533.793238016,0.0,0.0,2463361.8015179876,0.0,67915891.99172002,0.0,0.0,True,False,5321.599316734818,0.8836084228972069,0.5,10759171.991720028,4371.213864468562,1.4353101193190163,4371.213864468562,0.0,2025,13222533.793238016,0.0,0.0,2463361.8015179876
1,74,Firm_IR75,Iron & Steel,177026.28499865616,87945.71300655896,177026.28499865616,87945.71300655896,21654534.672908273,11890812.0,0.0,3129053.4888697434,0.0,76800056.18403852,0.0,0.0,True,False,5170.236851157476,0.5882670266487348,0.5,6634669.184038527,3410.5907553552242,1.974123448522758,3410.5907553552242,0.0,2025,21654534.672908273,11890812.0,0.0,3129053.4888697434
1,105,Firm_PE106,Petrochemicals,30308.504894045145,62947.06346856378,30308.504894045145,62947.06346856378,9529733.635752618,14491370.0,0.0,1945302.287921299,0.0,34996178.34783132,0.0,0.0,True,False,4991.701389242143,0.2399051497407675,0.5,-6906938.652168681,750.8829976905363,0.4695631577971211,750.8829976905363,0.0,2025,9529733.635752618,14491370.0,0.0,1945302.287921299
1,85,Firm_FE86,Fertilizer,37113.2480251572,61614.48911464311,37113.2480251572,61614.48911464311,7473365.168094729,9342718.0,0.0,1376310.0754422634,0.0,25658036.092652466,0.0,0.0,True,False,4937.479615807683,0.1341065674296262,0.5,-3245662.907347534,1205.3152366493596,0.5827839085331971,1205.3152366493596,0.0,2025,7473365.168094729,9342718.0,0.0,1376310.0754422634
1,106,Firm_PE107,Petrochemicals,35384.71608632286,68697.93460840666,35384.71608632286,68697.93460840666,11074712.467640769,0.0,0.0,2158949.9710502317,0.0,49724940.49659054,0.0,0.0,True,False,4965.505682377528,0.1887915753707848,0.5,8915762.496590536,1207.7754637601902,0.4974958973276088,1207.7754637601902,0.0,2025,11074712.467640769,0.0,0.0,2158949.9710502317
1,1,Firm_CE02,Cement,51456.090616997775,62199.00938921457,51456.090616997775,62199.00938921457,8820573.923934642,13067680.0,0.0,1393365.543883029,0.0,33940485.38005161,0.0,0.0,True,False,5173.5382638265655,0.5947088074664698,0.5,-5640471.619948387,2320.5623615534423,0.7899728426215825,2320.5623615534423,0.0,2025,8820573.923934642,13067680.0,0.0,1393365.543883029
1,132,Firm_PO133,Power,116639.88974572708,147035.08158250301,116639.88974572708,147035.08158250301,30297801.094532836,0.0,0.0,4648933.106139464,0.0,132357533.98839337,0.0,0.0,True,False,4946.93489217129,0.1525558871634926,0.5,25648867.988393374,4800.962507363365,0.7606275049101778,4800.962507363365,0.0,2025,30297801.094532836,0.0,0.0,4648933.106139464
1,98,Firm_PE99,Petroleum Refining,91202.56351001165,90094.84813500672,91202.56351001165,90094.84813500672,20045068.42378149,10570098.0,0.0,3525311.6895338404,0.0,65452519.734247655,0.0,0.0,True,False,5122.737263830987,0.4955849050360744,0.5,5949658.734247651,1978.3363259004836,0.9903366178098116,1978.3363259004836,0.0,2025,20045068.42378149,10570098.0,0.0,3525311.6895338404
1,101,Firm_PE102,Petroleum Refining,80481.45908232292,79946.98186850476,80481.45908232292,79946.98186850476,17511102.14072953,0.0,0.0,2069845.8943736313,0.0,77718043.2463559,0.0,0.0,True,False,5082.9263700989795,0.4179051123882532,0.5,15441256.2463559,1733.1936013314698,0.9850061083045644,1733.1936013314698,0.0,2025,17511102.14072953,0.0,0.0,2069845.8943736313
