firm_id   , sector            , baseline_production, baseline_emissions_intensity, cash_on_hand, revenue_per_unit  , is_covered, risk_aversion      , technology_readiness, max_production_change_percent, variable_production_cost, macc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , target_intensity_2025, target_intensity_2026, target_intensity_2027, target_intensity_2028, target_intensity_2029, target_intensity_2030
Firm_CE01 , Cement            ,               95795,          0.9266214320896858 ,     53315092, 143.12037280884874, True      , 0.22479561626896213,  0.14646688973455957,           0.23661761457749353,       24.82007021137776 , "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2020, ""abatement_potential"": 6174, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4531, ""abatement_potential"": 6849, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 6981, ""abatement_potential"": 12625, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 11060, ""abatement_potential"": 10123, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 24319, ""abatement_potential"": 44780, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 31342, ""abatement_potential"": 4098, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.8897580776962124 ,   0.8543612411816469 ,   0.8203725807394842 ,   0.7877360755484829 ,   0.7563979334379762 ,   0.7263065022264906
Firm_CE02 , Cement            ,               82747,          0.8272815133599276 ,     52648637, 141.8121286906564 , True      , 0.5947088074664698 ,  0.40596959301373026,           0.2483230885806788 ,       22.40173207846364 , "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2680, ""abatement_potential"": 4876, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3221, ""abatement_potential"": 9768, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8202, ""abatement_potential"": 14140, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 9676, ""abatement_potential"": 8654, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 22410, ""abatement_potential"": 54581, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 31319, ""abatement_potential"": 5832, ""implementation_time"": 18, ""type"": ""strategy""}]"  ,   0.7899728426215825 ,   0.754346715116446  ,   0.7203272516540887 ,   0.6878419950373038 ,   0.6568217557373497 ,   0.627200464528918
Firm_CE03 , Cement            ,               94541,          0.8314803032874509 ,     50946097, 153.25044568707963, True      , 0.34936886087152874,  0.5160544169422486 ,           0.20467102793432795,       17.327380199459487, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2775, ""abatement_potential"": 6098, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4631, ""abatement_potential"": 8391, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 9349, ""abatement_potential"": 11913, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 10540, ""abatement_potential"": 7726, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 23253, ""abatement_potential"": 47216, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 27256, ""abatement_potential"": 5821, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   0.7907914305256608 ,   0.752093686549579  ,   0.7152896345522316 ,   0.6802866058418071 ,   0.6469964665117379 ,   0.6153353955288899
Firm_CE04 , Cement            ,               92185,          0.9290934022349036 ,     55606139, 145.51998364045087, True      , 0.33701880456326594,  0.232213551250402  ,           0.1515636406741194 ,       21.621226652714654, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2293, ""abatement_potential"": 3785, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3518, ""abatement_potential"": 8845, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8928, ""abatement_potential"": 15794, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 14046, ""abatement_potential"": 10755, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 29149, ""abatement_potential"": 58750, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 29393, ""abatement_potential"": 3988, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.9023161377393302 ,   0.8763106168511714 ,   0.8510545972612592 ,   0.8265264777027514 ,   0.8027052794757453 ,   0.7795706285043668
Firm_CE05 , Cement            ,              115222,          0.8787030129528133 ,     47988004, 154.59212356676127, True      , 0.6100459770841705 ,  0.8097701940610612 ,           0.19722149251619492,       16.15269642688943 , "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2760, ""abatement_potential"": 5153, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4433, ""abatement_potential"": 7975, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8072, ""abatement_potential"": 14456, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 9722, ""abatement_potential"": 8039, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 20314, ""abatement_potential"": 53410, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 27772, ""abatement_potential"": 5021, ""implementation_time"": 18, ""type"": ""strategy""}]"  ,   0.8435869057358204 ,   0.8098741634417853 ,   0.7775087026018083 ,   0.7464366810424873 ,   0.7166064083157544 ,   0.6879682597082549
Firm_CE06 , Cement            ,               98141,          0.7886863472489989 ,     52261606, 148.2076584607126 , True      , 0.7044409108344389 ,  0.283038532393298  ,           0.1576979909828793 ,       19.215526152447826, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2929, ""abatement_potential"": 5770, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4213, ""abatement_potential"": 9485, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8971, ""abatement_potential"": 12649, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 13884, ""abatement_potential"": 10196, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 28074, ""abatement_potential"": 59902, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 27816, ""abatement_potential"": 4025, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.7724056960552539 ,   0.7564611221934127 ,   0.7408456881047943 ,   0.7255525994409733 ,   0.710575202107526  ,   0.6959069793688039
Firm_CE07 , Cement            ,               81306,          0.8376083240664636 ,     44322252, 157.21461166512688, True      , 0.10556170442495257,  0.5085978420620526 ,           0.1917411003148779 ,       17.997940588473146, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2337, ""abatement_potential"": 6107, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3717, ""abatement_potential"": 8075, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8649, ""abatement_potential"": 13977, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 14264, ""abatement_potential"": 12312, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 22517, ""abatement_potential"": 49931, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 27610, ""abatement_potential"": 4462, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.8215301911748574 ,   0.8057606826723035 ,   0.7902938744248146 ,   0.7751239560138602 ,   0.7602452285535665 ,   0.7456521025498141
Firm_CE08 , Cement            ,              107728,          0.8103527724267985 ,     40225281, 150.05358046457724, True      , 0.14118300099999148,  0.32291717138928916,           0.24082658859666536,       18.312114032005503, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2489, ""abatement_potential"": 6214, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3587, ""abatement_potential"": 8688, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8837, ""abatement_potential"": 13032, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 13095, ""abatement_potential"": 9338, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 26323, ""abatement_potential"": 53338, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 30429, ""abatement_potential"": 3975, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   0.7940879221945623 ,   0.778149528984599  ,   0.7625310403733776 ,   0.7472260354531598 ,   0.7322282221923048 ,   0.7175314348485554
Firm_CE09 , Cement            ,              105184,          0.7906219824741231 ,     41659066, 143.73037020799708, True      , 0.13262011324381115,  0.5727143545505935 ,           0.21775643618422824,       14.298580920701411, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2226, ""abatement_potential"": 5362, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3478, ""abatement_potential"": 8763, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 7637, ""abatement_potential"": 18275, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 10260, ""abatement_potential"": 9205, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 21134, ""abatement_potential"": 60617, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 34528, ""abatement_potential"": 4394, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   0.7645921317232778 ,   0.7394192684394277 ,   0.7150751778039166 ,   0.691532573921815  ,   0.6687650692387259 ,   0.6467471449644884
Firm_CE10 , Cement            ,              111065,          0.9319686183660041 ,     44341747, 150.59301156712013, True      , 0.2934818327203613 ,  0.17448221424471938,           0.23972157579533268,       30.207525028939948, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2339, ""abatement_potential"": 4623, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4361, ""abatement_potential"": 9588, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 9238, ""abatement_potential"": 17099, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 12681, ""abatement_potential"": 7920, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 21616, ""abatement_potential"": 59963, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 31277, ""abatement_potential"": 3772, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   0.8973380149257976 ,   0.8639942345298428 ,   0.8318894606984161 ,   0.8009776537428944 ,   0.7712144847427728 ,   0.7425572719759996
